ID,Traditional,Simplified,Level,WritingFreq,SpeakingFreq,MOE,PinyinYB,Pinyin,Variants,POS,Meaning,Compounds,Examples
1302,倒,倒,4,166,102,7606 7682,dǎo,dǎo,,,,,
1303,到期,到期,4,3,3,7673,dàoqí,dàoqí,,,,,
1304,電燈,电灯,4,7,9,8886,diàndēng,diàndēng,,,,,
1305,懂得,懂得,4,91,60,,dǒngde,dǒngde,,,,,
1306,棟,栋,4,59,60,9847,dòng,dòng,,,,,
1307,洞,洞,4,90,55,9818 12020,dòng,dòng,,,,,
1308,動作,动作,4,190,191,9890,dòngzuò,dòngzuò,,,,,
1309,獨立,独立,4,98,85,9242,dúlì,dúlì,,,,,
1310,段,段,4,387,341,9623,duàn,duàn,,,,,
1311,堆,堆,4,117,65,9476,duī,duī,,,,,
1312,對方,对方,4,215,40,9511,duìfāng,duìfāng,,,,,
1313,對話,对话,4,77,46,9532,duìhuà,duìhuà,,,,,
1314,對象,对象,4,96,34,9541,duìxiàng,duìxiàng,,,,,
1315,頓,顿,4,72,20,9220 9695,dùn,dùn,,,,,
1316,多半,多半,4,50,19,9367,duōbàn,duōbàn,,,,,
1317,多數,多数,4,53,28,9406,duōshù,duōshù,,,,,
1318,躲,躲,4,56,42,9445,duǒ,duǒ,,,,,
1319,嗯,嗯,4,73,363,39854,en,en,,,,,
1320,兒童,儿童,4,146,127,39875,értóng,értóng,,,,,
1321,而已,而已,4,165,93,39873,éryǐ,éryǐ,,,,,
1322,發,发,4,81,91,5102,fā,fā,,,,,
1323,翻,翻,4,42,56,5484,fān,fān,,,,,
1324,煩惱,烦恼,4,47,53,5532,fánnǎo,fánnǎo,,,,,
1325,反應,反应,4,218,106,5638,fǎnyìng,fǎnyìng,,,,,
1326,放棄,放弃,4,104,107,6050,fàngqì,fàngqì,,,,,
1327,放下,放下,4,60,53,,fàngxià,fàngxià,,,,,
1328,分開,分开,4,27,18,5736,fēnkāi,fēnkāi,,,,,
1329,豐富,丰富,4,98,130,6219,fēngfù,fēngfù,,,,,
1330,婦女,妇女,4,72,51,6620,fùnǚ,fùnǚ,,,,,
1331,複雜,复杂,4,125,64,6681,fùzá,fùzá,,,,,
1332,改變,改变,4,372,360,15989,gǎibiàn,gǎibiàn,,,,,
1333,改天,改天,4,3,5,15995,gǎitiān,gǎitiān,,,,,
1334,感到,感到,4,291,73,,gǎndào,gǎndào,,,,,
1335,感動,感动,4,67,186,16417,gǎndòng,gǎndòng,,,,,
1336,感謝,感谢,4,78,94,16434,gǎnxiè,gǎnxiè,,,,,
1337,各式各樣,各式各样,4,27,25,15952,gèshìgèyàng,gèshìgèyàng,,,,,
1338,根,根,4,163,114,16468,gēn,gēn,,,,,
1339,公尺,公尺,4,80,147,17772,gōngchǐ,gōngchǐ,,,,,
1340,公分,公分,4,42,76,17692,gōngfēn,gōngfēn,,,,,
1341,公斤,公斤,4,29,99,17749,gōngjīn,gōngjīn,,,,,
1342,公里,公里,4,95,136,17708,gōnglǐ,gōnglǐ,,,,,
1343,共同,共同,4,134,129,17881,gòngtóng,gòngtóng,,,,,
1344,溝通,沟通,4,138,94,16234,gōutōng,gōutōng,,,,,
1345,鼓勵,鼓励,4,115,160,16772,gǔlì,gǔlì,,,,,
1346,故意,故意,4,67,32,16828,gùyì,gùyì,,,,,
1347,乖,乖,4,18,56,17137,guāi,guāi,,,,,
1348,怪,怪,4,90,42,17152,guài,guài,,,,,
1349,關門,关门,4,9,10,17360,guānmén,guānmén,,,,,
1350,管,管,4,90,95,17407,guǎn,guǎn,,,,,
1351,規定,规定,4,77,49,17188,guīdìng,guīdìng,,,,,
1352,貴姓,贵姓,4,1,1,17294,guìxìng,guìxìng,,,,,
1353,過期,过期,4,3,5,17117,guòqí,guòqí,,,,,
1354,過去,过去,4,364,393,17119,guòqù,guòqù,,,,,
1355,哈,哈,4,29,42,18993 19003,hā,hā,,,,,
1356,害,害,4,62,60,19322,hài,hài,,,,,
1357,嗨,嗨,4,11,18,19224,hāi,hāi,,,,,
1358,海外,海外,4,30,24,19308,hǎiwài,hǎiwài,,,,,
1359,喊,喊,4,81,26,19693,hǎn,hǎn,,,,,
1360,好,好,4,1887,5853,19419 19462,hào,hào,,,,,
1361,厚,厚,4,36,38,19541,hòu,hòu,,,,,
1362,忽然/忽,忽然/忽,4,143,26,,hūrán/hū,hūrán/hū,"[{""Traditional"": ""忽然"", ""Simplified"": ""忽然"", ""Pinyin"": ""hūrán"", ""PinyinYB"": ""hūrán"", ""MOE"": ""19877""}, {""Traditional"": ""忽"", ""Simplified"": ""忽"", ""Pinyin"": ""hū"", ""PinyinYB"": ""hū"", ""MOE"": ""19873""}]",,,,
1363,糊塗,糊涂,4,15,3,19928,hútú,hútú,,,,,
1364,互相,互相,4,97,105,19984,hùxiāng,hùxiāng,,,,,
1365,滑,滑,4,15,18,16765 20139,huá,huá,,,,,
