ID,Traditional,Simplified,Level,Context,WritingFreq,SpeakingFreq,MOE,Zhuyin,Pinyin,POS,Meaning,Compounds,Examples
110,是,是,1,核心詞,18291,28602,"[[""是"", [""33694""]]]",ㄕˋ,shì,Vs,be / yes,這是，不是，是的。,他是老師，不是醫生。那是我的車。這個字是什麼意思？今天是星期天。 / A：「這是你的書嗎？」 B：「是的。」
111,時候,时候,1,核心詞,844,3606,"[[""時候"", [""33375""]]]",ㄕˊ ㄏㄡˋ,shíhòu,N,"time, period",什麼時候，V的時候。,他什麼時候回來？上課的時候不可以睡覺。
112,時間,时间,1,核心詞,865,1063,"[[""時間"", [""33379""]]]",ㄕˊ ㄐㄧㄢ,shíjiān,N,"time / period / free time, spare time",上課時間，時間不長，有時間，沒時間。,現在的時間是十點十五分。吃飯的時間到了。 / 他學中文的時間不長。 / 我今天沒時間跟你們去玩。
113,手機,手机,1,6.社交、人際,39,61,"[[""手機"", [""45231""]]]",ㄕㄡˇ ㄐㄧ,shǒujī,N,cell phone,一支手機。,你看到我的手機了嗎？
114,書,书,1,核心詞,767,457,"[[""書"", [""35309""]]]",ㄕㄨ,shū,N,book,一本書，看書。,你在看什麼書？這本書很有意思。
115,水,水,1,核心詞,342,1245,"[[""水"", [""35591""]]]",ㄕㄨㄟˇ,shuǐ,N,water,一杯水，喝水。,我喝了一杯水。水裡面有魚。
116,睡覺,睡觉,1,核心詞,65,88,"[[""睡覺"", [""35740"", ""35741""]]]",ㄕㄨㄟˋ ㄐㄧㄠˋ,shuìjiào,V,to sleep,,他在房間裡睡覺。
117,說,说,1,核心詞,5312,6283,"[[""說"", [""35509"", ""35731"", ""44631""]]]",ㄕㄨㄛ,shuō,V,"to say, to tell , to talk, to speak",跟……說，說中文。,你說什麼，我聽不懂。他跟我說他明天不會來。我會說中文也會說英文。
118,四,四,1,核心詞,553,423,"[[""四"", [""38637""]]]",ㄙˋ,sì,N,four,四個，四張，四分鐘。,昨天我上了四個鐘頭的課。
119,歲,岁,1,核心詞,574,521,"[[""歲"", [""39217""]]]",ㄙㄨㄟˋ,suì,M,classifier for age,二十歲，幾歲。,你今年幾歲？我今年十七歲。
120,她,她,1,核心詞,4568,2329,"[[""她"", [""9922""]]]",ㄊㄚ,tā,N,"she, her (object)",,她唱歌很好聽。老師問她一個問題。
121,他,他,1,核心詞,10261,6366,"[[""他"", [""9908""]]]",ㄊㄚ,tā,N,"he, him",,他唱歌很好聽。老師問他一個問題。
122,他們,他们,1,核心詞,2945,3036,"[[""他們"", [""9909""]]]",ㄊㄚ ˙ㄇㄣ,tāmen,N,"they, them",,他們晚上要去公園。我想請他們來我家吃飯。
123,太,太,1,核心詞,718,891,"[[""太"", [""10088""]]]",ㄊㄞˋ  ,tài,Adv,"too, extremely",太多，太久，太大，太小，太好了，太累。,這件衣服太貴了。今天的功課太多了。太好了！今天沒下雨。
124,太太,太太,1,核心詞,276,131,"[[""太太"", [""10100""]]]",ㄊㄞˋ ˙ㄊㄞ,tàitai,N,"wife / Mrs., madame",我太太，人＋的太太，王太太。,這位是我太太。 / 王太太，你好。
125,台灣,台湾,1,1.個人資料,522,1445,[],ㄊㄞˊ ㄨㄢ,táiwān,,,,
125,臺灣,台湾,1,1.個人資料,522,1445,"[[""臺灣"", [""10079""]]]",ㄊㄞˊ ㄨㄢ,táiwān,,,,
126,臺灣人,台湾人,1,1.個人資料,5,11,[],ㄊㄞˊ ㄨㄢ  ㄖㄣˊ  ,táiwānrén,N,Taiwanese,,我是臺（台）灣人，你呢？
126,台灣人,台湾人,1,1.個人資料,5,11,[],ㄊㄞˊ ㄨㄢ  ㄖㄣˊ  ,táiwānrén,N,Taiwanese,,我是臺（台）灣人，你呢？
127,天,天,1,核心詞,1520,1616,"[[""天"", [""11072""]]]",ㄊㄧㄢ,tiān,M,day(s),每天，兩天。,我每天六點起床。我每個星期上三天的課。
128,聽,听,1,核心詞,615,409,"[[""聽"", [""11309"", ""11394""]]]",ㄊㄧㄥ,tīng,V,"to listen to, to hear",,你說得太快，我聽不懂。你們不要說話，聽老師說。你聽，誰在外面說話？
129,同學,同学,1,核心詞,106,267,"[[""同學"", [""11998""]]]",ㄊㄨㄥˊ ㄒㄩㄝˊ,tóngxué,N,classmate,,我們兩個是同學。
130,外,外,1,核心詞,388,298,"[[""外"", [""43186""]]]",ㄨㄞˋ,wài,N,outside of,外面，門外。,他站在門外。我到教室外等你。
131,晚安,晚安,1,核心詞,7,6,"[[""晚安"", [""43752""]]]",ㄨㄢˇ ㄢ,wǎn'ān,Ph,good night,,我在睡覺前會跟爸爸媽媽說晚安。
132,晚上,晚上,1,核心詞,189,188,"[[""晚上"", [""43749""]]]",ㄨㄢˇ ㄕㄤˋ,wǎnshàng,N,at night,今天晚上，晚上十點。,今天晚上要不要一起去吃飯？
133,位,位,1,核心詞,1145,1031,"[[""位"", [""43547""]]]",ㄨㄟˋ,wèi,M,classifier for people,一位老師，這位同學，這位先生，那位小姐。,請問教室裡有幾位同學？
134,問,问,1,核心詞,694,451,"[[""問"", [""43974""]]]",ㄨㄣˋ,wèn,V,to ask (about),問問題。,他問我教室在哪裡？
135,問題,问题,1,核心詞,1138,1105,"[[""問題"", [""43978""]]]",ㄨㄣˋ ㄊㄧˊ,wèntí,N,question / problem,一個問題，那些問題，問問題，有問題。,他問我一些問題。 / 這個電腦有問題。
136,我,我,1,核心詞,13149,16244,"[[""我"", [""43141""]]]",ㄨㄛˇ,wǒ,N,"I, me",我的。,我喜歡喝茶。我是醫生。他給我一本書。
137,我們,我们,1,核心詞,4150,12537,"[[""我們"", [""43143""]]]",ㄨㄛˇ ˙ㄇㄣ,wǒmen,N,"we, us",我們這裡，我們的，我們學校。,我們這裡有三十個人。老師教我們寫中文字。
138,五,五,1,核心詞,444,360,"[[""五"", [""42899""]]]",ㄨˇ,wǔ,N,five,五個，五張，五年。,餐廳裡只有五個人。
139,想,想,1,核心詞,1876,2025,"[[""想"", [""28021""]]]",ㄒㄧㄤˇ,xiǎng,V/Vaux/Vs,to think / want to / to miss,想吃，想（V）……，想家。,你在想什麼？ / 他們明天想去山上走走。你想去看電影嗎？ / 我來台灣六個月了，現在很想家。
140,先生,先生,1,核心詞,862,274,"[[""先生"", [""27312""]]]",ㄒㄧㄢ ㄕㄥ ,xiānshēng,N,Mister (Mr.) (honorific) / husband,張先生，兩位先生，我先生，人＋的先生。,王先生，您好。 / 我跟我先生都是老師。
141,現在,现在,1,核心詞,884,2365,"[[""現在"", [""27495""]]]",ㄒㄧㄢˋ ㄗㄞˋ ,xiànzài,N,now,,我現在沒時間，等一下再說。現在是下午三點。從昨天晚上到現在都在下雨。
142,小,小,1,核心詞,1281,1334,"[[""小"", [""26956""]]]",ㄒㄧㄠˇ,xiǎo,Vs,"small, little,young",衣服太小，小杯，小碗，比……小。,這件衣服太小了，我穿不下。我早上喝了一小杯牛奶。我妹妹比我小四歲。
143,小孩,小孩,1,核心詞,240,547,[],ㄒㄧㄠˇ ㄏㄞˊ / ㄒㄧㄠˇ ㄏㄞˊ ˙ㄗ,xiǎohái,N,"kids, child, childern / son, daughter",兩個小孩，這個小孩，有……個小孩。,有很多小孩在公園玩。 / 我有兩個小孩。
143,小孩子,小孩子,1,核心詞,240,547,[],ㄒㄧㄠˇ ㄏㄞˊ / ㄒㄧㄠˇ ㄏㄞˊ ˙ㄗ,xiǎoháizi,N,"kids, child, childern / son, daughter",兩個小孩，這個小孩，有……個小孩。,有很多小孩在公園玩。 / 我有兩個小孩。
144,小姐,小姐,1,核心詞,273,50,"[[""小姐"", [""27009""]]]",ㄒㄧㄠˇ ㄐㄧㄝˇ,xiǎojiě,N,"Miss, lady / young lady",姓＋小姐，一位小姐。,王小姐，早。小姐，您請坐。 / 王先生，外面有一位小姐找你。
145,小時,小时,1,核心詞,227,228,"[[""小時"", [""27037""]]]",ㄒㄧㄠˇ ㄕˊ,xiǎoshí,N,hour,三個小時，幾小時，半小時。,一天有二十四個小時。
146,下午,下午,1,核心詞,83,64,"[[""下午"", [""26665""]]]",ㄒㄧㄚˋ ㄨˇ,xiàwǔ,N,afternoon,今天下午，星期六下午，下午四點。,他今天下午都在寫功課。
147,寫,写,1,核心詞,473,410,"[[""寫"", [""26810""]]]",ㄒㄧㄝˇ,xiě,V,to write,寫中文字，寫功課。,老師教我們寫自己的中文名字。他的中文字寫得很漂亮。
148,謝謝,谢谢,1,核心詞,63,593,[],ㄒㄧㄝˋ ˙ㄒㄧㄝ,xièxie,Ph,"thanks, Thank you.",謝謝您，謝謝你。,Ａ：「謝謝您！」 Ｂ：「不客氣！」謝謝你告訴我這件事。
149,喜歡,喜欢,1,核心詞,494,577,"[[""喜歡"", [""26428""]]]",ㄒㄧˇ ㄏㄨㄢ,xǐhuān,Vs,"to like, to love",,我喜歡那個老師。我喜歡跳舞。我不喜歡吃肉。
150,新,新,1,核心詞,822,686,"[[""新"", [""27725""]]]",ㄒㄧㄣ,xīn,Vs,new,新同學。,我買了新電腦。他是今年來的新同學。
151,姓名,姓名,1,核心詞,22,3,"[[""姓名"", [""28325""]]]",ㄒㄧㄥˋ ㄇㄧㄥˊ,xìngmíng,N,"name, surname and given name",,請告訴我你的姓名。
152,星期天,星期天,1,核心詞,17,10,[],ㄒㄧㄥ ㄑㄧˊ ㄊㄧㄢ / ㄒㄧㄥ ㄑㄧˊ ㄖˋ,xīngqítiān,N,Sunday,下（個）星期天，星期天下午。,他每個星期天都去公園走走。我這個星期天要去看電影。
152,星期日,星期日,1,核心詞,17,10,[],ㄒㄧㄥ ㄑㄧˊ ㄊㄧㄢ / ㄒㄧㄥ ㄑㄧˊ ㄖˋ,xīngqírì,N,Sunday,下（個）星期天，星期天下午。,他每個星期天都去公園走走。我這個星期天要去看電影。
153,星期一,星期一,1,核心詞,10,8,[],ㄒㄧㄥ ㄑㄧˊ ㄧ,xīngqíyī,N,Monday,星期一早上，上（個）星期一。,我很忙，從星期一到星期五都有課。
154,學,学,1,核心詞,206,359,"[[""學"", [""28476""]]]",ㄒㄩㄝˊ ,xué,V,"to study, to learn",學中文，學開車。,我來台灣學中文。他想學做法國菜。
155,學生,学生,1,核心詞,418,303,"[[""學生"", [""28513""]]]",ㄒㄩㄝˊ ㄕㄥ,xuéshēng,N,student,一個學生。,我們學校有很多外國學生。
156,學校,学校,1,8.教育、學習,303,497,"[[""學校"", [""28506""]]]",ㄒㄩㄝˊ ㄒㄧㄠˋ,xuéxiào,N,school,一所學校。,我星期一會去學校上課。
157,要,要,1,核心詞,3541,7742,"[[""要"", [""41020"", ""41117""]]]",ㄧㄠˋ      ,yào,Vaux/V,"must, should / want to / will / to want / to cost, to need",要兩小時，要三百元。,生病了要去看醫生。 / 我要買一杯咖啡。 / 我明天要去台中。 / 我要一杯水。我要一碗飯。 / 一杯咖啡和一個麵包，一共要九十元。從台中到台南坐火車要兩個小時。
158,也,也,1,核心詞,6312,7341,"[[""也"", [""40885""]]]",ㄧㄝˇ,yě,Adv,also,,他是學生，我也是學生。
159,一,一,1,核心詞,15058,16040,"[[""一"", [""39958""]]]",ㄧ,yī,N,one,一個，一位，一張，一年，一天。,他吃了一個包子。
160,一起,一起,1,核心詞,337,718,"[[""一起"", [""40120""]]]",ㄧˋ ㄑㄧˇ,yìqǐ,Adv,together,,下課以後，我們一起去吃飯。
161,一月,一月,1,核心詞,40,13,[],ㄧ ㄩㄝˋ,yīyuè,N,January,一月一日，一月底，明年一月。,每年一月我都會回家。
162,醫生,医生,1,7.身體、醫療,360,372,"[[""醫生"", [""40311""]]]",ㄧ ㄕㄥ / ㄧ ㄕ,yīshēng,N,doctor,一位醫生，看醫生。,他是一位醫生。我不舒服，要去看醫生。
162,醫師,医师,1,7.身體、醫療,360,372,"[[""醫師"", [""40310""]]]",ㄧ ㄕㄥ / ㄧ ㄕ,yīshī,N,doctor,一位醫生，看醫生。,他是一位醫生。我不舒服，要去看醫生。
163,英文,英文,1,8.教育、學習,59,65,"[[""英文"", [""42403""]]]",ㄧㄥ ㄨㄣˊ,yīngwén,N,English,說英文，學英文，英文名字，英文老師。,我會說英文，也會說中文。
164,用,用,1,核心詞,1521,2223,"[[""用"", [""45091""]]]",ㄩㄥˋ  ,yòng,V/Prep,to use / with,,他不會用電腦。 / 我用筷子吃飯。他用電腦工作。
165,有,有,1,核心詞,8990,12724,"[[""有"", [""41411"", ""41548""]]]",ㄧㄡˇ   ,yǒu,Vs,"have / there is, there are",桌子上有……，教室裡有……，這裡有……。,我有很多台灣朋友。我沒有錢買新的手機。 / 桌上有一杯牛奶。學校附近有很多餐廳。
166,元,元,1,核心詞,220,122,"[[""元"", [""44701""]]]",ㄩㄢˊ,yuán,M,the monetary unit,十元。,這個包子二十元。
167,月,月,1,核心詞,463,737,"[[""月"", [""44584""]]]",ㄩㄝˋ,yuè,M,month,四個月，每（個）月，這個月，上個月。,我來台灣四個月了。
168,再見,再见,1,核心詞,19,27,"[[""再見"", [""37061""]]]",ㄗㄞˋ ㄐㄧㄢˋ,zàijiàn,V,"good-bye, farewell",,再見！明天見！
169,早,早,1,核心詞,248,240,"[[""早"", [""37127""]]]",ㄗㄠˇ  ,zǎo,Ph/Vs,Good morning / early,大家早。,老師早。王先生早。 / 我今天起得很早。
170,早安,早安,1,核心詞,6,4,"[[""早安"", [""37151""]]]",ㄗㄠˇ ㄢ,zǎo'ān,Ph,good morning,,每天早上我都跟同學說早安。王小姐，早安。
171,早上,早上,1,核心詞,103,130,"[[""早上"", [""37147""]]]",ㄗㄠˇ ㄕㄤˋ,zǎoshàng,N,morning,明天早上，星期一早上，早上八點。,明天早上我要六點起床。
172,怎麼,怎么,1,核心詞,570,1269,"[[""怎麼"", [""37285""]]]",ㄗㄣˇ ˙ㄇㄜ ,zěnme,Adv,how / why,怎麼做，怎麼說，怎麼去，怎麼（會）V。,請問從這裡到台北101怎麼走？這個字怎麼唸？ / 昨天你怎麼沒來上課？
173,找,找,1,核心詞,489,477,"[[""找"", [""29661""]]]",ㄓㄠˇ  ,zhǎo,V,"to seek, to look for / to find (a job, a house, etc.) / to meet, to visit",找（東西），找（人），找工作，找房子，找朋友。,我的手機不見了，請你幫我找一找。 / 他想在台灣找工作。 / 我要去台南找朋友。
174,這,这,1,核心詞,8975,15872,"[[""這"", [""29544""]]]",ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ,zhè,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。
174,這裡,这里,1,核心詞,8975,15872,"[[""這裡"", [""29547""]]]",ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ,zhèlǐ,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。
174,這裏,这里,1,核心詞,8975,15872,[],ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ,zhèlǐ,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。
174,這兒,这儿,1,核心詞,8975,15872,[],ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ,zhèr,N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。
175,知道,知道,1,核心詞,1488,1666,"[[""知道"", [""28938""]]]",ㄓ ㄉㄠˋ,zhīdào,V,"to know, to realize",,我知道這個字的意思。你知道火車站在哪裡嗎？大家都不知道這個字怎麼唸。
176,中文,中文,1,核心詞,36,38,"[[""中文"", [""31199""]]]",ㄓㄨㄥ ㄨㄣˊ,zhōngwén,N,Chinese language,學中文，中文名字。,會說中文的人很多。
177,中午,中午,1,核心詞,30,41,"[[""中午"", [""31195""]]]",ㄓㄨㄥ ㄨˇ,zhōngwǔ,N,"noon, midday",星期天中午，中午十二時，中午休息。,今天中午要去哪裡吃飯呢？
178,字,字,1,核心詞,284,171,"[[""字"", [""36737""]]]",ㄗˋ ,zì,N,character,一個字，中文字，寫字。,我覺得中文字很難寫。我學過三百個中文字。
179,走,走,1,核心詞,545,643,"[[""走"", [""37206""]]]",ㄗㄡˇ   ,zǒu,V,to walk / start to go / to leave,,我每天早上去公園走半個鐘頭。 / 我們走吧！ / 我明天就要走了。他走了，你明天再來找他。
180,做,做,1,核心詞,1808,3593,"[[""做"", [""37549""]]]",ㄗㄨㄛˋ  ,zuò,V,to do (something) / to make,做事，做什麼，做功課，做飯，做晚餐。,我在做功課。你在做什麼？ / 他會做麵包。
181,坐,坐,1,核心詞,406,240,"[[""坐"", [""37459""]]]",ㄗㄨㄛˋ  ,zuò,V,"to sit / to ride, to take (vehicle)",坐在椅子上，坐下，坐車，坐飛機，坐公車。,我坐在椅子上看書。王小姐，請坐。 / 上個星期天我們坐火車去台南。
182,昨天,昨天,1,核心詞,53,84,"[[""昨天"", [""37428""]]]",ㄗㄨㄛˊ ㄊㄧㄢ,zuótiān,N,yesterday,昨天上午。,昨天老師說，今天要考試。他昨天沒來上課。
183,矮,矮,1*,核心詞,29,13,"[[""矮"", [""39531""]]]",ㄞˇ  ,ǎi,Vs,"short, low",,我小的時候很矮。我比哥哥矮一點。這張椅子太矮了。
184,白,白,1*,核心詞,208,167,"[[""白"", [""253""]]]",ㄅㄞˊ,bái,Vs,white,白色，白紙。,他喜歡穿白色的衣服。
185,飽,饱,1*,核心詞,17,38,"[[""飽"", [""729""]]]",ㄅㄠˇ ,bǎo,Vs,full,吃不飽，吃得飽。,我中午吃了兩碗飯，我覺得很飽。我吃飽了。
186,包子,包子,1*,10.餐飲、烹飪,4,2,"[[""包子"", [""644""]]]",ㄅㄠ ˙ㄗ,bāozi,N,steamed stuffed bun,肉包子，菜包子，一個包子。,這家店的包子很好吃。
187,杯子,杯子,1*,核心詞,108,118,"[[""杯子"", [""468""]]]",ㄅㄟ ˙ㄗ / ㄅㄟ,bēizi,N/M,"cup / classifier (glass, cup)",一個杯子，茶杯，咖啡杯，一杯咖啡，一杯酒，一杯茶。,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。 / 睡覺前我喝了一杯牛奶。
187,杯,杯,1*,核心詞,108,118,"[[""杯"", [""459""]]]",ㄅㄟ ˙ㄗ / ㄅㄟ,bēi,N/M,"cup / classifier (glass, cup)",一個杯子，茶杯，咖啡杯，一杯咖啡，一杯酒，一杯茶。,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。 / 睡覺前我喝了一杯牛奶。
188,鼻子,鼻子,1*,核心詞,69,31,"[[""鼻子"", [""1210""]]]",ㄅㄧˊ ˙ㄗ / ㄅㄧˊ,bízi,N,nose,,我感冒了，鼻子不舒服。
188,鼻,鼻,1*,核心詞,69,31,"[[""鼻"", [""1201""]]]",ㄅㄧˊ ˙ㄗ / ㄅㄧˊ,bí,N,nose,,我感冒了，鼻子不舒服。
189,筆,笔,1*,核心詞,123,82,"[[""筆"", [""1249""]]]",ㄅㄧˇ,bǐ,N,"pen, pencil",一枝筆，紅筆。,這枝筆多少錢？
190,比,比,1*,核心詞,728,555,"[[""比"", [""2978"", ""1218"", ""1285""]]]",ㄅㄧˇ  ,bǐ,Prep/V,comparative marker / to compare,,我比他高。他比我會說中文。 / 你們兩個比一比，誰高？
191,邊,边,1*,核心詞,515,454,"[[""邊"", [""1580""]]]",ㄅㄧㄢ ,biān,N,on edge of,左邊，右邊，路邊。,哥哥坐在我的左邊，姊姊坐在我的右邊。我站在路邊等公車。
192,別,别,1*,核心詞,306,142,"[[""別"", [""1435""]]]",ㄅㄧㄝˊ,bié,Adv,don't,別V了。,起床了，別再睡了。
193,冰,冰,1*,10.餐飲、烹飪,31,105,"[[""冰"", [""1737""]]]",ㄅㄧㄥ   ,bīng,N/V/Vs,"ice / refrigerate, freeze / icy",吃冰，冰在冰箱，冰水。,今天很熱，要不要去吃冰？ / 冰過的水果很好吃。 / 這杯水很冰。我買了一杯冰咖啡。
194,病,病,1*,7.身體、醫療,131,149,"[[""病"", [""1829""]]]",ㄅㄧㄥˋ ,bìng,N/Vp,"disease, illness, sickness / get sick",一場病，一種病，病好了，病了。,他病好了，可以來上課了。 / 他昨天病了，所以沒來上課。
195,不錯,不错,1*,核心詞,97,204,"[[""不錯"", [""2283""]]]",ㄅㄨˊ ㄘㄨㄛˋ,búcuò,Vs,"not bad, pretty good",,你的中文說得不錯。今天天氣不錯。
196,菜,菜,1*,10.餐飲、烹飪,79,350,"[[""菜"", [""38024""]]]",ㄘㄞˋ ,cài,N,vegetable / a dish,點菜。,他只吃菜，不吃肉。 / 今天晚餐有四個菜一個湯。
197,餐廳,餐厅,1*,10.餐飲、烹飪,54,79,"[[""餐廳"", [""38126""]]]",ㄘㄢ ㄊㄧㄥ,cāntīng,N,restaurant,一家餐廳。,學校附近有很多餐廳。那家餐廳的菜很好吃。
198,長,长,1*,核心詞,434,469,"[[""長"", [""30148"", ""32100""]]]",ㄔㄤˊ  ,cháng,Vs,long,長頭髮。,這條路很長。他在台北住了很長的時間。這張桌子有多長？
199,唱,唱,1*,核心詞,89,78,"[[""唱"", [""32226""]]]",ㄔㄤˋ,chàng,V,to sing,唱中文歌。,他唱得很好聽。
200,唱歌,唱歌,1*,4.休閒、娛樂,29,35,[],ㄔㄤˋ ㄍㄜ,chànggē,V,to sing a song,會唱歌，愛唱歌。,他很喜歡唱歌。他會唱中文歌。
201,常常,常常,1*,核心詞,507,691,"[[""常常"", [""32177""]]]",ㄔㄤˊ ㄔㄤˊ / ㄔㄤˊ,chángcháng,Adv,"often, frequently, usually",,我們常常去那家餐廳吃飯。
201,常,常,1*,核心詞,507,691,"[[""常"", [""32163""]]]",ㄔㄤˊ ㄔㄤˊ / ㄔㄤˊ,cháng,Adv,"often, frequently, usually",,我們常常去那家餐廳吃飯。
