Traditional,Simplified,PinyinNumbered,Pinyin,Freq
鏤,镂,lou4,lòu,5
邛,邛,qiong2,qióng,5
鴦,鸯,yang1,yāng,5
柚,柚,you4,yòu,5
泊,泊,po1,pō,5
邳,邳,pi1,pī,5
柵,栅,shan1,shān,5
汨,汨,mi4,mì,5
孺,孺,ru2,rú,5
嫻,娴,xian2,xián,5
沭,沭,shu4,shù,5
汲,汲,ji2,jí,5
痼,痼,gu4,gù,5
髮,发,fa5,fa,5
記,记,ji5,ji,5
醣,醣,tang2,táng,5
泱,泱,yang1,yāng,5
劈,劈,pi3,pǐ,5
鍛,锻,duan4,duàn,5
墅,墅,shu4,shù,5
閹,阉,yan1,yān,5
詰,诘,jie2,jié,5
壓,压,ya4,yà,5
閔,闵,min3,mǐn,5
駝,驼,tuo5,tuo,5
璞,璞,pu2,pú,5
蛭,蛭,zhi4,zhì,5
閬,阆,lang2,láng,5
杠,杠,gang4,gàng,5
鵓,鹁,bo2,bó,5
刨,刨,pao2,páo,5
鶘,鹕,hu2,hú,5
薰,熏,xun1,xūn,5
笄,笄,ji1,jī,5
痧,痧,sha1,shā,5
娑,娑,suo1,suō,5
齶,腭,e4,è,5
帙,帙,zhi4,zhì,5
轆,辘,lu4,lù,5
霆,霆,ting2,tíng,5
矻,矻,ku1,kū,5
渚,渚,zhu3,zhǔ,5
尉,尉,yu4,yù,5
縈,萦,ying2,yíng,5
罡,罡,gang1,gāng,5
昊,昊,hao4,hào,5
魆,魆,xu1,xū,5
鴟,鸱,chi1,chī,5
鉸,铰,jiao3,jiǎo,5
溜,溜,liu4,liù,5
父,父,fu5,fu,5
卉,卉,hui4,huì,5
盥,盥,guan4,guàn,5
稃,稃,fu1,fū,5
饃,馍,mo2,mó,5
塹,堑,qian4,qiàn,5
豉,豉,chi3,chǐ,5
蛹,蛹,yong3,yǒng,5
螯,螯,ao2,áo,5
褂,褂,gua4,guà,5
姒,姒,si4,sì,5
B,B,bi1,bī,5
濰,潍,wei2,wéi,5
吆,吆,yao1,yāo,5
炮,炮,pao2,páo,5
夔,夔,kui2,kuí,5
潦,潦,liao2,liáo,5
尹,尹,yin3,yǐn,5
諮,谘,zi1,zī,5
澧,澧,li3,lǐ,5
蹼,蹼,pu3,pǔ,5
撮,撮,cuo1,cuō,5
鶼,鹣,jian1,jiān,5
妞,妞,niu1,niū,5
胱,胱,guang1,guāng,5
熟,熟,shou2,shóu,5
葩,葩,pa1,pā,5
潞,潞,lu4,lù,5
崛,崛,jue2,jué,5
螞,蚂,ma4,mà,5
肢,肢,zhi5,zhi,5
堂,堂,tang5,tang,5
瀍,瀍,chan2,chán,5
鈎,钩,gou1,gōu,5
大,大,dai4,dài,5
欞,棂,ling2,líng,5
籮,箩,luo2,luó,5
痲,痲,ma2,má,5
醌,醌,kun1,kūn,5
匍,匍,pu2,pú,5
姘,姘,pin1,pīn,5
潯,浔,xun2,xún,5
石,石,dan4,dàn,5
六,六,lu4,lù,5
嫣,嫣,yan1,yān,5
付,付,fu5,fu,5
蠍,蝎,xie1,xiē,5
籀,籀,zhou4,zhòu,5
猾,猾,hua2,huá,5
迢,迢,tiao2,tiáo,5
繹,绎,yi4,yì,5
裱,裱,biao3,biǎo,5
襠,裆,dang1,dāng,5
槲,槲,hu2,hú,5
屏,屏,bing3,bǐng,5
瀟,潇,xiao1,xiāo,5
瘸,瘸,que2,qué,5
闕,阙,que1,quē,5
荀,荀,xun2,xún,5
懿,懿,yi4,yì,5
瓏,珑,long2,lóng,5
疸,疸,dan3,dǎn,5
嘿,嘿,hei1,hēi,4
悻,悻,xing4,xìng,4
婪,婪,lan2,lán,4
娟,娟,juan1,juān,4
鼯,鼯,wu2,wú,4
藜,藜,li2,lí,4
酗,酗,xu4,xù,4
肄,肄,yi4,yì,4
怛,怛,da2,dá,4
鼴,鼹,yan3,yǎn,4
蛆,蛆,qu1,qū,4
她,她,ta1,tā,4
蛸,蛸,shao1,shāo,4
盃,杯,bei1,bēi,4
黢,黢,qu1,qū,4
鏇,旋,xuan4,xuàn,4
槃,盘,pan2,pán,4
愴,怆,chuang4,chuàng,4
闆,板,ban3,bǎn,4
鵾,鹍,kun1,kūn,4
籼,籼,xian1,xiān,4
擻,擞,sou3,sǒu,4
嘽,啴,chan3,chǎn,4
鋯,锆,gao4,gào,4
醴,醴,li3,lǐ,4
訝,讶,ya4,yà,4
繯,缳,huan2,huán,4
耒,耒,lei3,lěi,4
氏,氏,zhi1,zhī,4
熵,熵,shang1,shāng,4
裨,裨,bi4,bì,4
蹋,蹋,ta4,tà,4
黍,黍,shu3,shǔ,4
榭,榭,xie4,xiè,4
閾,阈,yu4,yù,4
顴,颧,quan2,quán,4
鰥,鳏,guan1,guān,4
喵,喵,miao1,miāo,4
颳,刮,gua1,guā,4
太,太,tai5,tai,4
擂,擂,lei4,lèi,4
式,式,shi5,shi,4
縹,缥,piao1,piāo,4
町,町,ting3,tǐng,4
勢,势,shi5,shi,4
軾,轼,shi4,shì,4
仍,仍,reng2,réng,4
顳,颞,nie4,niè,4
戇,戆,gang4,gàng,4
作,作,zuo1,zuō,4
餛,馄,hun2,hún,4
約,约,yao1,yāo,4
嗥,嗥,hao2,háo,4
驀,蓦,mo4,mò,4
嗎,吗,ma3,mǎ,4
嗤,嗤,chi1,chī,4
緋,绯,fei1,fēi,4
鍬,锹,qiao1,qiāo,4
仡,仡,ge1,gē,4
絢,绚,xuan4,xuàn,4
令,令,ling2,líng,4
騶,驺,zou1,zōu,4
籟,籁,lai4,lài,4
騍,骒,ke4,kè,4
鞣,鞣,rou2,róu,4
慳,悭,qian1,qiān,4
纍,累,lei2,léi,4
翟,翟,zhai2,zhái,4
錠,锭,ding4,dìng,4
樅,枞,cong1,cōng,4
